stringsfile version 1
8840
str_no_string NO_STRING!
str_faction_leader_title_male_7 Caesar_Augustus_{s0}
str_faction_leader_title_male_8 Rig_{s0}
str_faction_leader_title_male_9 Rig_{s0}
str_faction_leader_title_male_10 Rig_{s0}
str_faction_leader_title_male_11 Sayal_{s0}
str_faction_leader_title_male_12 Sayal_{s0}
str_faction_leader_title_male_13 Kuningaz_{s0}
str_faction_leader_title_male_14 Kuningaz_{s0}
str_faction_leader_title_male_15 Kuningaz_{s0}
str_faction_leader_title_male_16 Kuningaz_{s0}
str_faction_leader_title_male_17 Melech_{s0}
str_faction_leader_title_male_18 Sayal_{s0}
str_faction_leader_title_male_19 Rex_{s0}
str_faction_leader_title_male_20 Shah_{s0}
str_faction_leader_title_male_21 Shah_{s0}
str_faction_leader_title_male_22 Basileus_{s0}
str_faction_leader_title_male_23 Malka_{s0}
str_faction_leader_title_male_24 Imperator_{s0}
str_faction_leader_title_male_25 Imperator_{s0}
str_faction_leader_title_male_26 Imperator_{s0}
str_faction_leader_title_male_27 Imperator_{s0}
str_faction_leader_title_female_player Augusta_{s0}
str_faction_leader_title_female_1 Regeina_{s0}
str_faction_leader_title_female_2 Rigani_{s0}
str_faction_leader_title_female_3 Basileia_{s0}
str_faction_leader_title_female_4 Kuningaza_{s0}
str_faction_leader_title_female_5 Shahbanu_{s0}
str_faction_leader_title_female_6 Shahbanu_{s0}
str_faction_leader_title_female_7 Augusta_{s0}
str_faction_leader_title_female_8 Rigani_{s0}
str_faction_leader_title_female_9 Rigani_{s0}
str_faction_leader_title_female_10 Rigani_{s0}
str_faction_leader_title_female_11 Katiari_{s0}
str_faction_leader_title_female_12 Katiari_{s0}
str_faction_leader_title_female_13 Kuningaza_{s0}
str_faction_leader_title_female_14 Kuningaza_{s0}
str_faction_leader_title_female_15 Kuningaza_{s0}
str_faction_leader_title_female_16 Kuningaza_{s0}
str_faction_leader_title_female_17 {s0}
str_faction_leader_title_female_18 Katiari_{s0}
str_faction_leader_title_female_19 {s0}
str_faction_leader_title_female_20 Shahbanu_{s0}
str_faction_leader_title_female_21 Shahbanu_{s0}
str_faction_leader_title_female_22 Basileia_{s0}
str_faction_leader_title_female_23 Malkto_{s0}
str_faction_leader_title_female_24 Domina_{s0}
str_faction_leader_title_female_25 Domina_{s0}
str_faction_leader_title_female_26 Domina_{s0}
str_faction_leader_title_female_27 Domina_{s0}
str_name_kingdom_text What_will_be_the_name_of_your_State?
str_default_kingdom_name {s0}'s_Kingdom
str_lord_defects_ordinary Lord_Defects^^{s1}_has_renounced_{reg4?her:his}_allegiance_to_the_{s3},_and_joined_the_{s2}
str_lord_defects_player Lord_Defects^^{s1}_has_renounced_{reg4?her:his}_allegiance_to_the_{s3}._{reg4?She:He}_has_tentatively_joined_your_kingdom._You_may_go_to_your_court_to_receive_a_pledge,_if_you_wish.
str_lord_defects_player_faction Lord_Defects^^{s1}_has_renounced_{reg4?her:his}_allegiance_to_the_{s3}._{reg4?She:He}_has_tentatively_joined_your_kingdom._You_may_go_to_your_court_to_receive_a_pledge,_if_you_wish.
str_lord_indicted_player_faction By_order_of_{s6},_{s4}_of_the_{s5}_has_been_indicted_for_treason._The_lord_has_been_stripped_of_all_{reg4?her:his}_properties,_and_has_fled_for_{reg4?her:his}_life._{reg4?She:He}_wishes_to_join_your_kingdom._You_may_find_{reg4?her:him}_in_your_court_to_receive_{reg?her:his}_allegiance,_if_you_wish_it.
str_lord_indicted_dialog_approach Greetings,_{my_lord/my_lady}._You_may_have_heard_of_my_ill_treatment_at_the_hands_of_{s10}._You_have_a_reputation_as_one_who_treats_{his/her}_companions_and_generals_well,_and_if_you_will_have_me,_I_would_be_honored_to_pledge_myself_as_your_vassal.
str_lord_indicted_dialog_approach_yes And_I_would_be_honored_to_accept_your_pledge.
str_lord_indicted_dialog_approach_no I'm_sorry._Your_service_is_not_required.
str_lord_indicted_dialog_rejected Indeed?_Well,_perhaps_your_reputation_is_misleading._Good_day,_{my_lord/my_lady}_--_I_go_to_see_if_another_ruler_in_the_known_world_is_more_appreciative_of_my_talents.
str__has_been_worried_about_bandits_establishing_a_hideout_near_his_home _has_been_worried_about_bandits_establishing_a_hideout_in_{reg4?her:his}_area.
str_bandit_lair_quest_description Find_and_destroy_the_{s9},_and_report_back_to_{s11}.
str_bandit_hideout_preattack You_approach_the_hideout._The_{s4}_don't_appear_to_have_spotted_you_yet,_and_you_could_still_sneak_away_unnoticed._The_difficult_approach_to_the_site_--_{s5}_--_means_that_only_a_handful_of_troops_in_your_party_will_be_able_to_join_the_attack,_and_they_will_be_unable_to_bring_their_horses._If_your_initial_attack_fails,_the_{s4}_will_easily_be_able_to_make_their_escape_and_disperse._Do_you_wish_to_attack_the_hideout,_or_wait_for_another_occasion?
str_bandit_hideout_failure The_{s4}_beat_back_your_attack._You_need_to_regroup_and_reconsider_your_actions.
str_bandit_hideout_success With_their_retreat_cut_off,_the_{s4}_fall_one_by_one_to_your_determined_attack._Their_hideout,_and_their_ill-gotten_gains,_as_now_yours.
str_bandit_approach_desert through_a_desert
str_bandit_approach_defile down_a_narrow_defile
str_bandit_approach_swamp through_a_pine_swamp
str_bandit_approach_thickets through_a_series_of_dense_thickets
str_bandit_approach_cliffs up_a_path_along_the_side_of_a_cliff
str_bandit_approach_cove down_a_stream_bed_cutting_through_the_sea-cliffs
str_political_explanation_lord_lacks_center In_this_case,_the_fief_should_go_to_a_lord_who_has_no_land_and_no_income.
str_political_explanation_lord_took_center In_this_case,_the_fortress_should_go_to_the_one_who_captured_it.
str_political_explanation_most_deserving_friend In_this_case,_I_looked_to_my_close_friends_and_companions,_and_decided_to_give_the_fief_to_the_most_deserving.
str_political_explanation_most_deserving_in_faction In_this_case,_I_looked_to_all_the_lords_of_the_realm,_and_decided_to_give_the_fief_to_the_most_deserving.
str_political_explanation_self In_the_absence_of_any_clear_other_candidate,_I_nominate_myself.
str_political_explanation_marshal I_chose_the_most_valiant_of_our_nobles,_whom_I_trust,_and_whose_name_is_not_currently_tainted_by_controversy.
str_prisoner_at_large large,_after_the_captors_were_defeated_in_battle._I_expect_your_friend_will_resurface_shortly.
str_quick_battle_scene_1 Italian_Hills
str_quick_battle_scene_2 Desert
str_quick_battle_scene_3 Mountain_Forest
str_quick_battle_scene_4 Amphitheatrum_Flavium
str_quick_battle_scene_5 Amphitheatrum_Carnuntum
str_quick_battle_troop_1 Eques,_plural_equites,_was_the_regular_Latin_word_for_a_horseman_or_cavalryman._Early_forms_of_the_eques_gladiator_were_lightly_armed,_with_sword_or_spear._They_had_scale_armour;_a_medium-sized_round_cavalry_shield_(parma_equestris);_and_a_brimmed_helmet_with_two_decorative_feathers_and_no_crest._Later_forms_also_had_greaves_to_protect_their_legs,_a_manica_on_their_right_arm_and_sleeveless,_belted_tunics._Generally,_they_fought_only_other_equites.
str_quick_battle_troop_2 A_modern_term,_referring_to_a_female_gladiator_of_any_type._Like_their_male_counterparts,_female_gladiators_fought_each_other,_or_wild_animals,_to_entertain_audiences_at_various_games_and_festivals._Very_little_is_known_about_them._They_were_almost_certainly_considered_an_exotic_rarity_by_their_audiences._Their_existence_is_known_only_through_a_few_accounts_written_by_members_of_Rome's_elite,_and_a_very_small_number_of_inscriptions.
str_quick_battle_troop_3 The_Thraex_(plural_Thraeces,_'Thracians')_wore_the_same_protective_armour_as_the_hoplomachi_with_a_broad_rimmed_helmet_that_enclosed_the_entire_head,_distinguished_by_a_stylized_griffin_on_the_protome_or_front_of_the_crest_(the_griffin_was_the_companion_of_the_avenging_goddess_Nemesis),_a_small_round_or_square-shaped_shield_(parmula),_and_two_thigh-length_greaves._His_weapon_was_the_Thracian_curved_sword_(sica_or_falx,_c._34_cm_or_13_in_long)._They_were_introduced_as_replacements_for_the_Gauls_after_Gaul_made_peace_with_Rome._They_commonly_fought_Myrmillones_or_Hoplomachi.
str_quick_battle_troop_4 The_retiarius_('net_fighter')_developed_in_the_early_Augustan_period._He_carried_a_trident_and_a_net,_equipment_styled_on_that_of_a_fisherman._The_retiarius_wore_a_loincloth_held_in_place_by_a_wide_belt_and_a_larger_arm_guard_(manica)_extending_to_the_shoulder_and_left_side_of_the_chest._He_fought_without_the_protection_of_a_helmet._Occasionally_a_metal_shoulder_shield_(galerus)_was_added_to_protect_the_neck_and_lower_face._A_tombstone_found_in_Romania_shows_a_retiarius_holding_a_dagger_with_four_spikes_(each_at_the_corner_of_a_square_guard)_instead_of_the_usual_bladed_dagger._This_was_previously_thought_to_be_an_artistic_invention_or_perhaps_a_ceremonial_weapon,_but_a_recent_discovery_of_a___gladiator_graveyard_found_that_several_of_the_remains_had_four_odd-looking_marks_that_form_the_outline_of_a_square_on_their_bones_which_is_consistent_with_the_use_of_such_a_weapon._A_variation_to_the_normal_combat_was_a_retiarius_facing_two_secutores_at_the_same_time._The_retiarus_stood_on_a_bridge_or_raised_platform_with_stairs_and_had_a_pile_of_fist-sized_stones_to_throw_at_his_adversaries._While_the_retiarius_tried_to_keep_them_at_bay,_the_secutores_tried_to_scale_the_structure_to_attack_him._The_platform,_called_a_pons_(bridge),_may_have_been_constructed_over_water._Retiarii_usually_fought_Secutores_but_sometimes_fought_Myrmillones.__There_was_an_effeminate_class_of_gladiator_who_fought_as_a_retiarius_tunicatus._They_wore_tunics_to_distinguish_them_from_the_usual_retiarius,_and_were_looked_on_as_a_social_class_even_lower_than_infamia.
str_quick_battle_troop_5 The_murmillo_(plural_murmillones)_or_myrmillo_wore_a_helmet_with_a_stylised_fish_on_the_crest_(the_mormylos_or_sea_fish),_as_well_as_an_arm_guard_(manica),_a_loincloth_and_belt,_a_gaiter_on_his_right_leg,_thick_wrappings_covering_the_tops_of_his_feet,_and_a_very_short_greave_with_an_indentation_for_the_padding_at_the_top_of_the_feet._They_are_heavily_armoured_gladiators:_the_murmillo_carried_a_gladius_(64-81_cm_long)_and_a_tall,_oblong_shield_in_the_legionary_style._Murmillones_were_typically_paired_with_Thracian,_but_occasionally_with_the_similar_hoplomachus.
str_quick_battle_troop_6 The_sagittarius_was_a_archer,_armed_with_a_reflex_bow_capable_of_propelling_an_arrow_a_great_distance.
str_quick_battle_troop_7 Spartacus_was_aThracian_gladiator_who,_along_with_the_Gauls_Crixus,_Gannicus,_Castus,_and_Oenomaus,_was_one_of_the_escaped_slave_leaders_in_the_Third_Servile_War,_a_major_slave_uprising_against_the_Roman_Republic._Little_is_known_about_Spartacus_beyond_the_events_of_the_war,_and_surviving_historical_accounts_are_sometimes_contradictory_and_may_not_always_be_reliable._However,_all_sources_agree_that_he_was_a_former_gladiator_and_an_accomplished_military_leader.^This_rebellion,_interpreted_by_some_as_an_example_of_oppressed_people_fighting_for_their_freedom_against_a_slave-owning_oligarchy,_has_provided_inspiration_for_many_political_thinkers,_and_has_been_featured_in_literature,_television,_and_film._Although_this_interpretation_is_not_specifically_contradicted_by_classical_historians,_no_historical_account_mentions_that_the_goal_was_to_end_slavery_in_the_Republic.
str_quick_battle_troop_8 Boudica_was_a_queen_of_the_British_Celtic_Iceni_tribe_who_led_an_uprising_against_the_occupying_forces_of_the_Roman_Empire_in_AD_60_or_61,_and_died_shortly_after_its_failure,_having_supposedly_poisoned_herself._She_is_considered_a_British_folk_hero.Boudica's_husband,_Prasutagus,_ruled_as_a_nominally_independent_ally_of_Rome,_and_left_his_kingdom_jointly_to_his_daughters_and_to_the_Roman_emperor_in_his_will._However,_when_he_died,_his_will_was_ignored,_and_the_kingdom_was_annexed_and_his_property_taken._According_to_Tacitus,_Boudica_was_flogged_and_her_daughters_raped._Cassius_Dio_explains_Boudica's_response_by_saying_that_previous_imperial_donations_to_influential_Britons_were_confiscated_and_the_Roman_financier_and_philosopher_Seneca_called_in_the_loans_he_had_forced_on_the_reluctant_Britons.In_AD_60_or_61,_when_the_Roman_governor_Gaius_Suetonius_Paulinus_was_campaigning_on_the_island_of_Anglesey_off_the_northwest_coast_of_Wales,_Boudica_led_the_Iceni,_the_Trinovantes,_and_others_in_revolt.They_destroyed_Camulodunum._Upon_hearing_of_the_revolt,_Suetonius_hurried_to_Londinium,_that_was_the_rebels_next_target._He_lacked_sufficient_numbers_to_defend_the_settlement,_and_he_evacuated_and_abandoned_Londinium._Boudica_led_a_very_large_army_of_Iceni,_Trinovantes,_and_others_to_defeat_a_detachment_of_Legio_IX_Hispana,_and_they_burned_and_destroyed_Londinium_and_Verulamium.An_estimated_70,000_to_80,000_Romans_and_British_were_then_killed_in_the_three_cities_by_those_led_by_Boudica,_many_by_torture._Suetonius,_meanwhile,_regrouped_his_forces._despite_being_heavily_outnumbered,_he_decisively_defeated_the_Britons._Boudica_then_either_killed_herself_to_avoid_capture_or_died_of_illness.
str_quick_battle_troop_9 Germanicus_(Latin:_Germanicus_Julius_Caesar;_24_May_15_BC_-_10_October_AD_19)_was_a_member_of_the_Julio-Claudian_dynasty_and_a_prominent_general_of_the___Roman_Empire,_who_was_known_for_his_campaigns_in_Germania._The_son_of_Nero_Claudius_Drusus_and_Antonia_Minor,_Germanicus_was_born_into_an_influential_branch_of_the_patrician_gens___Claudia._The_agnomen_Germanicus_was_added_to_his_full_name_in_9_BC_when_it_was_posthumously_awarded_to_his_father_in_honor_of_his_victories_in_Germania._In_AD_4,_he_was_adopted_by___his_paternal_uncle,_Tiberius,_who_succeeded_Augustus_as_Roman_emperor_a_decade_later._As_a_result,_Germanicus_became_an_official_member_of_the_gens_Julia,_another_prominent_family___which_he_was_related_to_on_his_mother's_side._His_connection_to_the_Julii_was_further_consolidated_through___a_marriage_between_himself_and_Agrippina_the_Elder,_a_granddaughter_of_Augustus._He_was_also_the_nephew_of_Tiberius,_the_father_of_Caligula,_and_the_maternal_grandfather_of_Nero._
str_quick_battle_troop_10 Jugurtha_(c._160_to_104_BC)_was_a_king_of_Numidia,_born_in_Cirta._He_is_mostly_known_for_the_Jugurthine_War_(112_to_106_BC)_against_the_Roman_Republic._He_was_defeated_by_Gaius_Marius_and_Cornelius_Sulla.
str_quick_battle_troops_end {!}quick_battle_troops_end
str_tutorial_training_ground_intro_message Walk_around_the_training_field_and_speak_with_the_fighters_to_practice_various_aspects_of_Mount&Blade_combat._You_can_use_ASDW_keys_to_move_around._To_talk_to_a_character,_approach_him_until_his_name_appears_on_your_screen,_and_then_press_the_F_key._You_can_also_use_the_F_key_to_pick_up_items,_open_doors_and_interact_with_objects._Press_the_Tab_key_to_exit_the_tutorial_any_time_you_like.
str_map_basic Map
str_game_type_basic Game_Type
str_battle Battle
str_siege_offense Arena_Fight
str_character Character
str_biography Background
str_player Player
str_enemy Enemy
str_faction Faction
str_army_composition Army_Composition
str_army_size Army_Size
str_reg0_percent {!}{reg0}%
str_reg0_men {reg0}_men
str_start Start
str_i_need_to_raise_some_men_before_attempting_anything_else I_need_to_raise_some_men_before_attempting_anything_else
str_we_are_currently_at_peace We_are_currently_at_peace.
str_the_marshalship the_marshalship
str_you you
str_myself myself
str_my_friend_s15 my_friend_{s15}
str_custom_battle Custom_Battle
str_comment_intro_liege_affiliated_to_player I_am_told_that_you_would_dispute_my_claim_to_the_crown._Needless_to_say,_I_am_not_pleased_by_this_news._However,_we_may_still_talk.
str_comment_intro_liege_affiliated_to_player_emperor I_am_told_that_you_are_the_new_Princeps_oF_Rome._A_pleasure_to_finally_make_your_acquaintance.
str_s21_the_s8_declared_war_out_of_personal_enmity {s21}_The_{s8}_declared_war_out_of_personal_enmity
str_s21_the_s8_declared_war_in_response_to_border_provocations {s21}_The_{s8}_declared_war_in_response_to_border_provocations
str_s21_the_s8_declared_war_to_curb_the_other_realms_power {s21}_The_{s8}_declared_war_to_curb_the_other_realm's_power
str_s21_the_s8_declared_war_to_regain_lost_territory {s21}_The_{s8}_declared_war_to_regain_lost_territory
str_we_are_conducting_recce We_will_first_scout_the_area,_and_then_decide_what_to_do.
str__family_ ^Family:
str_s49_s12_s11_end {s49}_{s12}_({s11}).
str_center_party_to_far_away is_not_our_target,_because_it_is_too_far_away_from_our_main_army.
str_center_party_not_active is_not_our_target,_because_we_don't_have_a_leader_who_has_taken_the_field.
str_center_party_looted has_been_looted_recently.
str_center_is_friendly is_not_our_enemy.
str_center_is_already_besieged is_already_under_siege.
str_center_is_not_the_right_time_to_attack is_not_a_good_target._It_is_not_the_right_time_to_strike.
str_center_is_looted_or_raided_already is_already_been_laid_waste.
str_center_marshal_does_not_want_to_attack_innocents is_inhabited_by_common_folk,_who_would_suffer_the_most_if_the_land_is_laid_waste.
str_center_we_have_already_committed_too_much_time_to_our_present_siege_to_move_elsewhere is_already_under_siege,_so_it_would_be_a_mistake_to_move_elsewhere.
str_center_we_are_already_here_we_should_at_least_loot_the_village is_close_at_hand,_we_should_take_hold_of_its_wealth_and_lay_waste_to_the_rest.
str_center_far_away_we_can_reconnoiter_but_will_delay_decision_until_we_get_close NOT_USED
str_center_far_away_our_cautious_marshal_does_not_wish_to_reconnoiter is_too_far_away,_even_to_reconnoiter.
str_center_far_away_even_for_our_aggressive_marshal_to_reconnoiter is_too_far_away,_even_to_reconnoiter.
str_center_far_away_reason {s6}_is_further_than_{s5}_to_our_centers,_therefore_it_will_be_harder_for_us_to_protect_after_taking_it.
str_center_closer_but_this_is_not_enought {s6}_is_closer_than_{s5}_to_our_borders,_but_because_of_other_reasons_we_are_not_attacking_{s6}_for_now.
str_center_protected_by_enemy_army_aggressive is_protected_by_enemy_forces,_which_we_believe_to_be_substantially_stronger_than_our_own.
str_center_protected_by_enemy_army_cautious is_protected_by_an_enemy_army,_which_we_believe_to_be_too_strong_to_engage_with_confidence_of_victory.
