5444
qstr_Recieved_damage_from Recieved_damage_from_fire!
qstr__You_have_proven_you 'You_have_proven_yourself._Wait_some_days_and_heal_your_wounds,_then_we_will_test_you_again.'
qstr__This_was_you_last_t 'This_was_you_last_trial_of_arms._Take_those_weapons_and_take_this_armor_as_your_last_reward,_it_shall_guard_you_well_during_battle.'
qstr_You_enjoy_the_time You_enjoy_the_time
qstr_^^NO_troops_will_be_ ^^NO_troops_will_be_added_to_your_party_-_BUT_you_are_now_able_to_recruit_the_{s32}_in_every_town_or_fortress_you_own.
qstr_^^NO_troops_will_be_a ^^NO_troops_will_be_added_to_your_party_-_BUT_{s32}_will_be_at_your_orders_soon._You_can_recruit_units_at_its_headquarter,_if_there_is_a_barrack_built_(like_any_other_Roman_unit).
qstr_The_preparations_tak The_preparations_take_some_time...
qstr_You_take_her_cloak_a You_take_her_cloak_and_offer_her_a_seat._The_table_is_laid_with_a_variety_of_dishes,_including_venison_from_the_recent_hunt._The_wine,_a_fine_Sicilian_vintage,_is_a_gift_from_one_of_your_officers.You_pour_the_wine_into_a_cup_and_offer_it_to_Antonia._Together,_you_both_spill_a_small_amount_on_the_ground_as_an_offering_to_the_gods.^^As_the_meal_unfolds,_you_and_Antonia_engage_in_conversation,_discussing_various_trivialities.
qstr_You_take_her_cloak_an You_take_her_cloak_and_gesture_for_her_to_sit._The_table_is_adorned_with_a_selection_of_dishes,_including_tender_venison_from_the_latest_hunt._The_wine,_a_rich_Sicilian_vintage,_is_a_gift_from_a_senator._You_pour_the_wine_into_a_cup_and_hand_it_to_Antonia,_and_together,_you_both_spill_a_few_drops_onto_the_ground_as_an_offering_to_the_gods.^^As_the_meal_progresses,_you_and_Antonia_engage_in_casual_conversation,_touching_on_various_trivialities.
qstr_Your_little_play_sta Your_little_play_starts_out_quite_conventionally,_downright_boringly_normal._But_then_Antonia_turns_into_a_she-wolf;_with_a_bit_biting_and_scratching._In_the_end_she_honors_Aphrodite_with_such_ecstasy_that_even_the_soldiers_outside_the_tent_can_only_marvel._Later,_when_Phoebus'_journey_comes_to_an_end_and_Luna_covers_your_camp_with_a_dark_cloth,_Antonia_makes_herself_on_way._The_Night's_Watch_sees_her_sneaking_away_and_thinks_his_part_about_the_day's_events.
qstr_Your_little_play_star Your_little_play_starts_out_quite_conventionally,_downright_boringly_normal._But_then_Antonia_turns_into_a_she-wolf;_with_a_bit_biting_and_scratching._In_the_end_she_honors_Aphrodite_with_such_ecstasy_that_even_the_slaves_and_companions_outside_the_tent_can_only_marvel._Later,_when_Phoebus'_journey_comes_to_an_end_and_Luna_covers_your_camp_with_a_dark_cloth,_Antonia_makes_herself_on_way._The_Night's_Watch_sees_her_sneaking_away_and_thinks_his_part_about_the_day's_events.
qstr_Meet_Antonia_at_Tarq Meet_Antonia_at_Tarquinii_as_fast_as_possible_to_discuss_the_further_plan.
qstr_As_suddenly_as_she_c As_suddenly_as_she_came_she_leaves_your_camp._Shouting_around_insults_at_you_and_your_soldiers._A_soldier_standing_next_to_you_notes:^'This_woman_has_indeed_the_spirit_and_temperament_of_a_she-wolf.'
qstr_As_suddenly_as_she_ca As_suddenly_as_she_came_she_leaves_your_camp._Shouting_around_insults_at_you,_your_companions_and_slaves._A_slave_standing_next_to_you_notes:^'This_woman_has_indeed_the_spirit_and_temperament_of_a_she-wolf.'
qstr_Finally_you_know_his Finally,_you_know_his_secret:_Kaeso_Flavius_is_a_Christ_and_it_seems_he_is_concerned_about_the_recent_persecution_of_Christians._Time_to_talk_with_him!
qstr_Visit_the_goods_merc Visit_the_goods_merchant_of_Rome,_you_can_find_him_in_his_shop_in_the_town_center_of_Rome.
qstr_You_start_collecting You_start_collecting_the_herbs
qstr_You_have_defeated_the You_have_defeated_the_warrior._Bring_Hunna_his_head.
qstr_Finally_you_have_kil Finally_you_have_killed_Lucillus._Claim_your_reward!
qstr_It_seems_Lucillus_wa It_seems_Lucillus_was_informed_about_the_plan._Report_back_to_Mamertinus.
qstr_It_is_now_crucial_to It_is_now_crucial_to_find_a_strong_ally._The_most_reasonable_candidate_is_Parthia._Thus,_your_first_task_is_to_negotiate_a_treaty_with_the_Parthian_king.
qstr_The_only_chance_for_ The_only_chance_for_the_Judean_kingdom_to_survive,_is_to_win_Parthia_as_an_ally._Travelle_to_{s43}_to_negotiate_a_treaty.
qstr_One_of_the_high_prie One_of_the_high_priests_gift_you_a_beautiful_bow_and_some_gold_from_the_temple!
qstr_You_take_over_the_je You_take_over_the_jewish_culture
qstr_There_are_already_to There_are_already_too_many_existing_rebell_parties!
qstr_There_are_already_to_ There_are_already_to_many_existing_rebell_parties!
qstr_You_need_more_money! You_need_more_money!
qstr_Happy_about_your_dec Happy_about_your_decision,_the_senator_tells_the_people_how_reliable_you_are.
qstr_Disappointed_about_y Disappointed_about_your_decision,_the_senator_tells,_that_you_are_not_reliable!
qstr_Happy_about_your_deci Happy_about_your_decision,_the_man_tells_the_people_of_Rome_how_reliable_you_are_as_patron.
qstr_Disappointed_about_yo Disappointed_about_your_decision,_the_men_tells_the_people_of_Rome_about_your_unreliability
qstr_Happy_about_your_decis Happy_about_your_decision,_the_men_tells_the_people_of_Rome_how_reliable_you_are_as_patron.
qstr_The_senator_has_won_ The_senator_has_won_the_trial_and_is_grateful_for_your_support,_thus_praising_your_name_under_the_roman_population.
qstr_The_senator_has_lost The_senator_has_lost_the_trial_and_as_revenge_smears_your_reputation_in_Rome.
qstr_The_prosecutor_dropp The_prosecutor_dropped_the_lawsuit._Happy_about_this_outcome_the_senator_praises_your_name._But_your_reputation_suffered.
qstr_The_senator_has_won_t The_senator_has_won_the_trial_and_is_grateful_for_your_support.
qstr_The_discussion_conti The_discussion_continues,_but_it_soon_becomes_clear_that_the_girl_will_not_be_buried.
qstr_Angered_about_your_o Angered_about_your_opinion,_one_of_the_senators_supporting_you_changed_sides!_Meanwhile,_the_discussion_continues,_but_it_soon_becomes_clear_that_the_girl_will_not_be_buried
qstr_You_managed_to_stay_ You_managed_to_stay_out_of_the_discussion,_thus_avoiding_to_be_blamed_for_having_a_controversial_opinion.
qstr_The_discussion_contin The_discussion_continues,_but_it_soon_becomes_clear_that_the_heifer_will_be_sacrificed.
qstr_{s44}^^Some_of_the_p {s44}^^Some_of_the_priests_seems_not_very_happy_about_you_interfering_into_their_matters_and_smear_your_reputation.
qstr_Angered_about_your_l Angered_about_your_lack_of_support,_one_of_the_senators_supporting_you_changed_sides!__But_it_soon_becomes_clear_that_the_heifer_will_be_sacrificed.
qstr_You_managed_to_stay_o You_managed_to_stay_out_of_the_discussion,_thus_avoiding_to_be_blamed_for_having_a_controversial_opinion._It_soon_becomes_clear_that_the_heifer_will_be_sacrificed.
qstr_The_girl_and_the_sen The_girl_and_the_senator_seem_quite_annoyed_about_your_interruption._You_tell_the_senator,_if_he_doesn't_support_you,_you_will_expose_his_secret_to_the_publicity._But_the_senator_and_the_girl_only_start_laughing.^^It_seems_the_girl_is_a_simple_slut.
qstr_The_people_hear_abou The_people_hear_about_your_generosity_and_praise_your_name.
qstr_With_ease_you_rout_t With_ease_you_rout_the_thugs._The_senator_is_very_grateful_for_your_help_and_praises_your_name._He_also_pledges_to_support_you_from_now_on_in_the_senate.
qstr_Some_of_the_senators Some_of_the_senators_agree_with_you,_others_not_and_the_discussion_continues.
qstr_In_detail_you_explai In_detail_you_explain,_what_the_problems_are_with_facts_based_only_on_testimonies._Witnesses_can_not_only_unintentionally_testify_wrongly,_for_example_because_they_simply_cannot_remember_correctly,_but_they_can_also_deliberately_testify_incorrectly_by_being_bribed._Thus,_in_this_case,_the_principle_'in_dubio_pro_reo'_hold!^^You_seem_to_have_impressed_the_senators_with_your_knowledge.
qstr_You_are_invited_to_a You_are_invited_to_a_feast_at_'Biggus_Dickus'_villa_in_{s23}.
qstr_The_senators_are_disc The_senators_are_discussing_various_different_topics,_non_of_real_importance._You_can_propose_your_own_discussion_topic._Depending_on_your_support,_you_may_have_success.
qstr_The_senators_are_discu The_senators_are_discussing_to_import_additional_grain,_in_order_to_feed_the_population_properly._Since_there_is_already_enough_grain_in_the_town,_it_is_clear,_that_the_plan_of_senators_is_to_offend_the_Praefectus_annonae,_the_responsible_offical_elected_by_Caesar_Augustus.
qstr_The_senators_are_discus The_senators_are_discussing_wether_the_rights_of_the_nobility_should_be_increased_or_decreased._In_particular,_giving_people_of_noble_origins_more_rights_would_reduce_the_rights_of_commoners_at_the_same_time.
qstr_The_senators_are_discuss The_senators_are_discussing_wether_the_rights_of_the_slaves_should_be_increased_or_decreased._This_means_for_example,_if_the_punishments_that_slaves_could_suffer_should_be_more_limited_or_not.
qstr_It_seems_that_the_se It_seems_that_the_senators_can't_agree_on_a_common_approach
qstr_It_seems_that_the_ma It_seems_that_the_majority_of_the_senators_support_a_law_change_in_favor_of_the_nobility.
qstr_It_seems_that_the_maj It_seems_that_the_majority_of_the_senators_support_a_law_change_in_favor_of_the_masters._The_limits_to_punishments_should_be_reduced.
qstr_It_seems_that_the_majo It_seems_that_the_majority_of_the_senators_support_an_order,_to_buy_additional_grain.
qstr_It_seems_that_the_major It_seems_that_the_majority_of_the_senators_support_a_law_change_in_favor_of_the_commoners,_the_rights_of_the_nobility_should_be_reduced.
qstr_It_seems_that_the_sen It_seems_that_the_senators_support_a_law_change_in_favor_of_the_slaves._The_limits_to_punishments_should_be_increased.
qstr_It_seems_that_the_majori It_seems_that_the_majority_of_the_senators_don't_support_an_order,_to_buy_additional_grain.
qstr_Talk_with_{s12}_abou Talk_with_{s12}_about_a_law_change_in_favor_of_the_nobility.
qstr_Talk_with_{s12}_about Talk_with_{s12}_about_a_law_change_in_favor_of_the_commoners,_the_rights_of_the_nobility_should_be_reduced.
qstr_Talk_with_{s12}_about_ Talk_with_{s12}_about_a_law_change_in_favor_of_the_masters._The_limits_to_punishments_should_be_reduced.
qstr_Talk_with_{s12}_about_a Talk_with_{s12}_about_a_law_change_in_favor_of_the_slaves._The_limits_to_punishments_should_be_increased.
qstr_two_senators_changed two_senators_changed_to_the_opposite_side.
qstr_one_senator_changed_ one_senator_changed_to_the_opposite_side.
qstr_no_senator_changed_s no_senator_changed_side.
qstr_one_senator_changed_t one_senator_changed_to_your_side.
qstr_During_the_discussio During_the_discussion,_{s41}.^^The_senate_accepted_your_proposal._Now_you_must_convince_the_Princeps_to_issue_the_change_of_law.
qstr_The_senate_refused_y The_senate_refused_your_proposal.
qstr_The_statues_don_t_lo The_statues_don't_look_very_impressive._In_fact,_they_are_pretty_ugly._Your_nose_is_too_long,_your_belly_too_big._You_find_many_things,_which_you_don't_like.
qstr_The_statues_look_qui The_statues_look_quite_impressive._You_find_only_minor_mistakes_here_and_there._But_in_total,_they_are_well_made.
qstr_The_statues_look_ver The_statues_look_very_impressive._You_were_portrayed_as_a_god_triumphing_over_his_enemies._Truly_a_worthy_representation_of_a_Caesar.
qstr_Error:_Report_this_b Error:_Report_this_bug.
qstr_The_magister_civium_ The_magister_civium_and_the_praefectus,_fearing_also_to_get_punished,_blame_the_artists_for_this_failure._Shocked_by_your_order,_the_people_of_{s20}_see_you_as_a_selfish_tyrant.
qstr_The_magister_civium_a The_magister_civium_and_the_praefectus,_fearing_to_get_punished,_blame_the_artists_for_this_failure._The_people_of_{s20}_laugh_about_you_for_being_so_selfish_and_superficial.
qstr_The_magister_civium_an The_magister_civium_and_the_praefectus_seem_very_happy_and_praise_your_name._On_the_other_side,_the_people_of_{s20}_don't_seem_to_be_very_pleased_to_see_your_face_in_every_corner_of_the_streets_now.
qstr_Rumors_say_{s44}_has Rumors_say_{s44}_has_evaded_taxes_of_{s40}.
qstr_You_worship_the_Chri You_worship_the_Christian_god_now!
qstr_You_won_the_vote!_{r You_won_the_vote!_{reg27}%_of_the_senators_voted_for_your_proposal._Now_you_are_the_new_governor_of_{s57}.
qstr_Intrigues_and_plots_ Intrigues_and_plots_are_a_dishonorable_business.
qstr_You_lost_the_vote!_{ You_lost_the_vote!_{reg27}%_of_the_senators_voted_for_your_proposal._The_people_of_{s57}_don't_seem_happy_about_the_outcome.
qstr_During_the_discussion During_the_discussion,_{s41}.^{s49}
qstr_You_won_the_vote!_Th You_won_the_vote!_The_law_'Senatus_consultum_de_Bacchanalibus'_has_been_revoked.
qstr_You_lost_the_vote!_{r You_lost_the_vote!_{reg27}%_of_the_senators_voted_for_you.
qstr_You_need_a_riding_sk You_need_a_riding_skill_of_at_least_3!_Otherwise_you_are_not_able_to_ride_the_horse
qstr_The_region_is_haunte The_region_is_haunted_by_an_outbreak_of_{s0}.
qstr_The_region_has_recen The_region_has_recently_suffered_from_{s0}.^^{s44}
qstr_The_region_has_recent The_region_has_recently_been_blessed_by_a_{s0}.^^{s44}
qstr_Grain_fields Grain_fields
qstr_{s20}_and_{s10} {s20}_and_{s10}
qstr_{s20}_will_finish_in {s20}_will_finish_in_{reg10}_days
qstr_{s20}_and_{s11} {s20}_and_{s11}
qstr_{s20}_{s11} {s20},_{s11}
qstr_{s1}_escaped_from_pr {s1}_escaped_from_prison!
qstr_Manage_guards_and_sl Manage_guards_and_slaves
qstr_Manage_slaves Manage_slaves
qstr_You_were_caught!_An_ You_were_caught!_An_official_who_crosschecked_the_documents_you_modified_noticed_your_changes._A_major_investigation_is_now_about_to_be_initiated._It_is_also_possible,_that_other_misdeeds_you_committed_will_be_discovered!
qstr_You_successfully_emb You_successfully_embezzled_founds_worth_{reg33}_denars_without_anybody_noting.
qstr_ERROR_ERROR_ERROR:_W ERROR_ERROR_ERROR:_Wrong_party
qstr_{s10}_has_legion_{re {s10}_has_legion_{reg10}
qstr_{s10}_has_other_prov {s10}_has_other_province:_{reg10}_({reg11})
qstr_{s10}_has_auxiliar_{ {s10}_has_auxiliar_{reg10}
qstr_After_the_quartermas After_the_quartermaster_has_given_you_the_equipment,_a_centurio_orders_you_to_follow_him._You_and_other_recruits_await_the_order_of_the_centurio.
qstr_You_tried_your_best_ You_tried_your_best_but_you_yawned_several_times_and_after_an_hour_you_fall_asleep._Princeps_Nero_is_angry_and_orders_to_flog_the_ones_who_yawned_or_fell_asleep._Like_many_others,_you_will_be_punished...
qstr_You_managed_to_stay_a You_managed_to_stay_awake._You_yawned_here_and_there_but_nobody_noticed._As_the_performance_is_over_you_cheer_and_applause_as_loud_as_you_can._Hopefully,_this_waste_of_time_helps_you_in_your_progress_towards_promotion.
qstr_help_Faustus_who_you help_Faustus,_who_you_should_actually_terrorize.
qstr_you_will_make_no_pro you_will_make_no_progress_towards_promotion._In_fact,_the_higher_rank_officers_are_angry_about_your_help._They_even_warn_you:_If_Nero_should_get_informed_about_your_actions_you_may_get_crucified.
qstr_terrorize_Faustus_ev terrorize_Faustus_even_more.
qstr_you_will_make_more_p you_will_make_more_progress_towards_promotion._But_your_reputation_suffers.
qstr_just_stand_guard. just_stand_guard.
qstr_you_will_make_no_prog you_will_make_no_progress_towards_promotion._But_at_least,_nobody_can_claim_that_you_didn't_do_your_job_properly.
qstr_Nero_is_glad_that_Se Nero_is_glad_that_Senecas_wife,_Pompeia_Paulina,_has_survived_although_she_tried_to_kill_herself.
qstr_Nero_was_not_amused_ Nero_was_not_amused_to_find_out_that_Senecas_wife,_Pompeia_Paulina,_has_commited_suicide_too._You_wasn't_able_to_stop_her.
qstr_Nero_is_not_amused_t Nero_is_not_amused_to_hear_that_Seneca_has_formulated_his_finally_wish.
qstr_Nero_is_glad_that_no Nero_is_glad_that_no_final_wish_was_granted_to_Seneca.
qstr_The_soldier_is_happy The_soldier_is_happy_about_your_help
qstr_The_Centurio_lauds_y The_Centurio_lauds_you_for_your_sense_of_duty_and_order._The_soldier_gets_punished_with_the_stick_for_falling_asleep_during_guard.^However,_you_feel_guilty_of_betraying_him.
qstr_On_the_next_day_a_la On_the_next_day,_a_large_amount_of_supplies_is_missing._All_soldiers_who_where_on_watch_get_punished,_you_included.
qstr_The_centurio_lauds_y The_centurio_lauds_you_for_your_exemplary_behavior._The_soldiers_get_punished._They_will_now_think_twice_before_they_will_abuse_their_position_again._On_the_other_hand,_nobody_likes_telltales_and_your_relation_with_the_other_soldiers_suffer...
qstr_The_farmer_and_his_d The_farmer_and_his_daughter_are_glad_and_praise_your_name._What_was_unlawfully_taken_has_been_returned._After_you_come_back_to_the_marching_camp,_you_punish_the_soldiers.
